20200102,1266.02
20200103,984.6
20200106,567.4
20200107,771.6
20200108,364.8
20200109,835.8
20200110,280.5
20200113,690.4
20200114,223.3
20200115,227.3
20200116,-67.6
20200117,87.8
20200120,229
20200121,-266.9
20200122,824.2
20200123,-70.7
20200203,-6349
20200204,-2459.4
20200205,352.4
20200206,775.9
20200207,-960.7
20200210,-250.4
20200211,-966.1
20200212,-1062.3
20200213,-484.9
20200214,243.1
20200217,1273.7
20200218,517
20200219,120.7
20200220,1125.8
20200221,495.7
20200224,502.1
20200225,790.7
20200226,-121.6
20200227,1118.2
20200228,936.9
20200302,2690.6
20200303,1488.8
20200304,1442.6
20200305,1281.6
20200306,674.2
20200309,80.5
20200310,931.9
20200311,-937.5
20200312,-69.4
20200313,109.2
20200316,53.6
20200317,866.8
20200318,-502.5
20200319,649
20200320,161.2
20200323,435.5
20200324,-318.9
20200325,-374.8
20200326,-982.2
20200327,-1045.6
20200330,21.5
20200331,84.2
20200401,-26.5
20200402,1269.8
20200403,-34.8
20200407,570.1
20200408,383.5
20200409,276.3
20200410,-626.6
20200413,661.5
20200414,332.7
20200415,-305.6
20200416,753.5
20200417,376.4
20200420,625.7
20200421,-730
20200422,-629.3
20200423,-828.7
20200424,-103.6
20200427,71.5
20200428,332.8
20200429,303.7
20200430,1273.5
20200506,967.5
20200507,804.6
20200508,944.9
20200511,494
20200512,-204.6
20200513,335.6
20200514,143.5
20200515,580.6
20200518,431.9
20200519,676.9
20200520,150.6
20200521,-88
20200522,-115
20200525,-236.5
20200526,-6.8
20200527,169.3
20200528,481.9
20200529,334.5
20200601,831
20200602,665.8
20200603,654.8
20200604,810.6
20200605,640.2
20200608,629
20200609,1092.4
20200610,750.5
20200611,496.6
20200612,1321.9
20200615,107.9
20200616,563.2
20200617,69.9
20200618,515
20200619,668
20200622,204.1
20200623,202.3
20200624,-78.1
20200629,-268.2
20200630,208.6
20200701,0.9
20200702,606.6
20200703,538.3
20200706,484.9
20200707,525.7
20200708,1253.5
20200709,318.5
20200710,145.4
20200713,1655.3
20200714,807.9
20200715,162.7
20200716,965.9
20200717,2371.2
20200720,1376.4
20200721,162
20200722,758.2
20200723,861.8
20200724,-437.2
20200727,987.8
20200728,591.2
20200729,1329.5
20200730,349.6
20200731,671.1
20200803,821.7
20200804,410.8
20200805,764.3
20200806,712.5
20200807,756.5
20200810,978.4
20200811,437.9
20200812,751.1
20200813,261
20200814,-470.3
20200817,-90.2
20200818,-75.4
20200819,-663.9
20200820,586.9
20200821,141.8
20200824,50.6
20200825,-414.9
20200826,-536.3
20200827,-623.4
20200828,-336.7
20200831,-209
20200901,334.9
20200902,-15.9
20200903,-755.4
20200904,238.1
20200907,-1000.4
20200908,-557.8
20200909,-1067.4
20200910,-1068
20200911,191.1
20200914,-422.7
20200915,-155.3
20200916,-32.8
20200917,289.3
20200918,70.5
20200921,-569.6
20200922,-414.6
20200923,-36.2
20200924,-1189.9
20200925,-544.3
20200928,-571.7
20200929,437.2
20200930,514.5
20201009,1248.3
20201012,1248
20201013,748
20201014,464.8
20201015,420.2
20201016,503.6
20201019,237.3
20201020,954.7
20201021,-236.5
20201022,270.7
20201023,-156.8
20201026,691.3
20201027,136.8
20201028,640.4
20201029,375.2
20201030,-69.9
20201102,29.4
20201103,285
20201104,98.7
20201105,344.5
20201106,-99.9
20201109,786.1
20201110,280.4
20201111,436.5
20201112,545.3
20201113,161.6
20201116,527.4
20201117,-56.3
20201118,84.1
20201119,190.2
20201120,196.4
20201123,454
20201124,380.3
20201125,254.4
20201126,552
20201127,-116
20201130,27.1
20201201,666.9
20201202,136.4
20201203,14.6
20201204,297
20201207,-49.2
20201208,-160.9
20201209,-114
20201210,447.2
20201211,-844.4
20201214,-538.1
20201215,-884.8
20201216,-668
20201217,-59.5
20201218,-590.2
20201221,-142.1
20201222,-883.6
20201223,-177
20201224,-1448.8
20201225,-389.5
20201228,-1344.7
20201229,-616.5
20201230,-557.5
20201231,-487.2
20210104,85.2
20210105,6.2
20210106,-753.4
20210107,-794.8
20210108,-292.6
20210111,-1220.8
20210112,-457.5
20210113,-953.6
20210114,207.3
20210115,174.4
20210118,238.9
20210119,-71.3
20210120,398.5
20210121,395.3
20210122,-43.8
20210125,-93.2
20210126,-680.2
20210127,-392.2
20210128,-359.5
20210129,-435.7
20210201,313.7
20210202,206
20210203,152.2
20210204,-54.7
20210205,13
20210208,451.9
20210209,714.9
20210210,304.8
20210218,248.7
20210219,681
20210222,722.5
20210223,1191.5
20210224,1161.3
20210225,1143.4
20210226,1527.5
20210301,1434.4
20210302,551.1
20210303,850.1
20210304,235.7
20210305,690
20210308,-33.3
20210309,1122.7
20210310,641.8
20210311,1267.5
20210312,407.2
20210315,470.5
20210316,400
20210317,-27.4
20210318,-26.1
20210319,36.6
20210322,466.8
20210323,-516.1
20210324,-234
20210325,143.8
20210326,561.3
20210329,-88.8
20210330,-237.6
20210331,-291.8
20210401,-652.7
20210402,-397
20210406,106.8
20210407,67.5
20210408,39.8
20210409,-60.1
20210412,-426.9
20210413,-313.3
20210414,246.3
20210415,-299.1
20210416,800.2
20210419,951.5
20210420,571.1
20210421,765.7
20210422,574.3
20210423,108
20210426,-14.7
20210427,-5.6
20210428,-450.3
20210429,-386
20210430,-777.1
20210506,-346
20210507,-375.2
20210510,-52.8
20210511,111
20210512,-79.2
20210513,-528.1
20210514,189.2
20210517,-314.7
20210518,-36.5
20210519,-366
20210520,-206.3
20210521,5.1
20210524,397
20210525,624.5
20210526,550.9
20210527,539.9
20210528,43.4
20210531,228.8
20210601,32.2
20210602,-22.6
20210603,456.9
20210604,683.6
20210607,380.8
20210608,145.7
20210609,220
20210610,139.4
20210611,23.7
20210615,74.2
20210616,-212.3
20210617,75.5
20210618,26.7
20210621,293
20210622,401.2
20210623,288.4
20210624,137.4
20210625,355.6
20210628,-32.8
20210629,-95.6
20210630,288.4
20210701,153.1
20210702,173.6
20210705,84.9
20210706,-398
20210707,80.2
20210708,-192.3
20210709,90.3
20210712,64
20210713,146
20210714,-241.7
20210715,53
20210716,-240.2
20210719,-78.2
20210720,-16
20210721,27.5
20210722,259.6
20210723,-56.8
20210726,82.3
20210727,-142.3
20210728,403.4
20210729,680.5
20210730,201.8
20210802,407.1
20210803,315.2
20210804,189.1
20210805,-273.7
20210806,-69.9
20210809,474.1
20210810,387.8
20210811,94
20210812,1.1
20210813,305
20210816,511.1
20210817,436.9
20210818,1010.8
20210819,256.2
20210820,18
20210823,803.4
20210824,551.5
20210825,362.3
20210826,251
20210827,556.9
20210830,206.6
20210831,254.7
20210901,181.1
20210902,236.8
20210903,244.1
20210906,666.8
20210907,479.4
20210908,537.8
20210909,421.5
20210910,360.5
20210913,354.2
20210914,362.4
20210915,877.9
20210916,-105.8
20210917,446
20210922,66.2
20210923,47.5
20210924,82.9
20210927,-104.3
20210928,454.1
20210929,-138.6
20210930,628
20211008,165.6
20211011,-76.5
20211012,93.2
20211013,333.8
20211014,-103.6
20211015,-147.4
20211018,-177.5
20211019,-164.6
20211020,-405.3
20211021,-616.7
20211022,-539.5
20211025,-24.9
20211026,-505.8
20211027,-759.2
20211028,-554
20211029,602.2
20211101,496.6
20211102,395.2
20211103,480.7
20211104,272.6
20211105,41.3
20211108,487.7
20211109,304
20211110,-16.3
20211111,73.3
20211112,132.5
20211115,206.4
20211116,196.9
20211117,644.1
20211118,146.1
20211119,705.2
20211122,420.1
20211123,379.1
20211124,341.1
20211125,361
20211126,196
20211129,448.3
20211130,182.6
20211201,381
20211202,41.3
20211203,368.6
20211206,62.3
20211207,358
20211208,295.5
20211209,300.3
20211210,500.8
20211213,178.5
20211214,-58.1
20211215,-25
20211216,258.9
20211217,-172
20211220,80
20211221,427.5
20211222,106.7
20211223,280.3
20211224,29.1
20211227,374.7
20211228,216.8
20211229,99.4
20211230,288
20211231,225.7
20220104,349.1
20220105,-239.3
20220106,251.6
20220107,-115.9
20220110,895.4
20220111,353.8
20220112,654.2
20220113,-4.4
20220114,497.5
20220117,342.2
20220118,-638.6
20220119,-510.4
20220120,-966.9
20220121,-326.6
20220124,-90.6
20220125,-731.1
20220126,327.9
20220127,-821
20220128,583.5
20220207,338.4
20220208,310.1
20220209,126.8
20220210,-248.6
20220211,-523.1
20220214,267.7
20220215,109.5
20220216,30.5
20220217,-41.3
20220218,736.6
20220221,348.6
20220222,226.6
20220223,719.7
20220224,-35.5
20220225,540.9
20220228,36.2
20220301,-265
20220302,323.1
20220303,-4.4
20220304,5.7
20220307,92.6
20220308,-376.4
20220309,11.3
20220310,277.3
20220311,1055.9
20220314,32.3
20220315,436.1
20220316,856.8
20220317,-570.5
20220318,266.6
20220321,-1406.5
20220322,-1192.8
20220323,-1223.1
20220324,268.9
20220325,129.1
20220328,765.4
20220329,-128.3
20220330,760.4
20220331,382.7
20220401,884.9
20220406,504.2
20220407,-4.9
20220408,240.9
20220411,-1192.1
20220412,-151.9
20220413,21.4
20220414,557.3
20220415,128.2
20220418,1027
20220419,-150.9
20220420,-45.5
20220421,-993.6
20220422,-57.7
20220425,-2284.7
20220426,315.4
20220427,177.9
20220428,-1151.8
20220429,278.8
20220505,-753.2
20220506,-11
20220509,-117.7
20220510,105.1
20220511,326.4
20220512,1178.1
20220513,714
20220516,715.4
20220517,952.3
20220518,904.9
20220519,1210.5
20220520,1314.6
20220523,651.5
20220524,-315.3
20220525,1280.3
20220526,658.1
20220527,399.7
20220530,886.6
20220531,327.6
20220601,-291.2
20220602,140.9
20220606,-506
20220607,-1041.8
20220608,188.1
20220609,-5.9
20220610,260.7
20220613,372
20220614,307.5
20220615,214.1
20220616,202.6
20220617,93.5
20220620,82.9
20220621,-37.1
20220622,5.7
20220623,771.5
20220624,108.8
20220627,127.3
20220628,100.9
20220629,-890.9
20220630,-12.7
20220701,-258.8
20220704,-131.5
20220705,-796
20220706,-648.7
20220707,-334
20220708,-19.5
20220711,-50.4
20220712,-255.8
20220713,148
20220714,-138.6
20220715,-385.2
20220718,906.6
20220719,4
20220720,120.7
20220721,-14.3
20220722,27.2
20220725,-154.2
20220726,435.8
20220727,106.1
20220728,316.3
20220729,274.2
20220801,796.4
20220802,-681
20220803,199.6
20220804,190.6
20220805,689.4
20220808,926.1
20220809,603.9
20220810,134.5
20220811,515.1
20220812,234.9
20220815,364.5
20220816,307.4
20220817,275.8
20220818,485.9
20220819,241.2
20220822,749.2
20220823,17.7
20220824,-826.8
20220825,-297.4
20220826,-21.3
20220829,1025.2
20220830,104.1
20220831,-177.8
20220901,-228.2
20220902,120
20220905,-106.4
20220906,289.4
20220907,115.4
20220908,-341.3
20220909,441
20220913,493.7
20220914,444.3
20220915,-926.4
20220916,-793.4
20220919,-1008.8
20220920,570.7
20220921,760.1
20220922,120
20220923,143
20220926,323.2
20220927,841.1
20220928,-806.7
20220929,-99.6
20220930,257.1
20221010,17.1
20221011,971.6
20221012,667.5
20221013,48.7
20221014,778.2
20221017,619.2
20221018,421.9
20221019,875.7
20221020,1483.1
20221021,695.5
20221024,222.5
20221025,737.1
20221026,700.5
20221027,468.6
20221028,594.3
20221031,1675.1
20221101,1141.5
20221102,682
20221103,215.7
20221104,362.4
20221107,170.7
20221108,309.3
20221109,497.7
20221110,766.2
20221111,654.6
20221114,1142.1
20221115,1223.3
20221116,258.7
20221117,413.5
20221118,-24.3
20221121,959.8
20221122,61.9
20221123,503.2
20221124,21.2
20221125,684.7
20221128,746.3
20221129,820.5
20221130,250.4
20221201,135.2
20221202,56.1
20221205,-284.5
20221206,-130.4
20221207,170.8
20221208,-0.1
20221209,154.5
20221212,233.1
20221213,-436.7
20221214,-568.6
20221215,-20.9
20221216,-333.6
20221219,-415.3
20221220,271.3
20221221,-70.2
20221222,70.5
20221223,547.1
20221226,572.3
20221227,198
20221228,22.1
20221229,-53.7
20221230,-90
20230103,492.2
20230104,-95.6
20230105,270.2
20230106,21.3
20230109,266.4
20230110,150.6
20230111,226.3
20230112,335.9
20230113,234.3
20230116,832.4
20230117,547
20230118,393.5
20230119,390.5
20230120,434.7
20230130,546.1
20230131,680.7
20230201,363.5
20230202,44.2
20230203,458.9
20230206,52.4
20230207,361.2
20230208,473.9
20230209,1275.2
20230210,659.3
20230213,743.2
20230214,363.5
20230215,319.7
20230216,946.7
20230217,2418.4
20230220,1698.5
20230221,804.3
20230222,1419.7
20230223,1043.9
20230224,412.6
20230227,562.3
20230228,585.6
20230301,506
20230302,473.7
20230303,698.1
20230306,667.6
20230307,478.9
20230308,1434.1
20230309,494.5
20230310,465.1
20230313,700.9
20230314,-386.3
20230315,-54.7
20230316,276.7
20230317,673.8
20230320,690.3
20230321,880.6
20230322,44.2
20230323,-94.2
20230324,-508.3
20230327,-295.6
20230328,-155.9
20230329,122.9
20230330,240.9
20230331,-55.8
20230403,-287.5
20230404,-366.6
20230406,300.7
20230407,337.4
20230410,3.6
20230411,135.5
20230412,-61.8
20230413,-244.9
20230414,199.2
20230417,220
20230418,-76.6
20230419,-100.7
20230420,-21
20230421,-521.4
20230424,151.9
20230425,-792.4
20230426,424.6
20230427,257.2
20230428,463.1
20230504,164.5
20230505,-223.5
20230508,-357
20230509,-226.4
20230510,578.5
20230511,140.1
20230512,95.5
20230515,616.8
20230516,-51.9
20230517,372.2
20230518,34.3
20230519,406.2
20230522,315.7
20230523,379.4
20230524,734.8
20230525,297.9
20230526,185.2
20230529,-545
20230530,137.5
20230531,-132.7
20230601,436.6
20230602,461.5
20230605,266.4
20230606,-46.6
20230607,544
20230608,36.7
20230609,-16.9
20230612,189.9
20230613,83.6
20230614,-125.7
20230615,285.6
20230616,471.3
20230619,226.3
20230620,91.8
20230621,-6.1
20230626,-113.2
20230627,681.9
20230628,-90
20230629,55
20230630,485.5
20230703,196.5
20230704,172.1
20230705,180.4
20230706,215.8
20230707,325.3
20230710,251.3
20230711,164.7
20230712,57.3
20230713,675.9
20230714,249.4
20230717,377.6
20230718,106.2
20230719,-178.9
20230720,-256.6
20230721,392.5
20230724,-19.8
20230725,462.4
20230726,219.9
20230727,34.1
20230728,941.6
20230731,416.5
20230801,395
20230802,200.9
20230803,256.5
20230804,120.2
20230807,325.3
20230808,-121.8
20230809,-380.4
20230810,-57
20230811,-687.2
20230814,103.1
20230815,-838.7
20230816,-517.4
20230817,110.7
20230818,-574.7
20230821,242.8
20230822,-286.4
20230823,-34
20230824,260.8
20230825,-657.9
20230828,-1270.9
20230829,1142.5
20230830,73.1
20230831,79.6
20230901,-47.3
20230904,53
20230905,-492.8
20230906,250.9
20230907,-260.1
20230908,196
20230911,664
20230912,303.2
20230913,103.4
20230914,166.3
20230915,169.1
20230918,843.3
20230919,47.5
20230920,-44.6
20230921,-356.7
20230922,604.5
20230925,-294.1
20230926,-182.2
20230927,110.7
20230928,505
20231009,157
20231010,-196.6
20231011,145
20231012,65.7
20231013,148.9
20231016,-731.2
20231017,-699.7
20231018,-1256.1
20231019,-913.1
20231020,-1044.6
20231023,-1019.7
20231024,690.8
20231025,580.5
20231026,605.1
20231027,593.7
20231030,150.2
20231031,-336.7
20231101,5.6
20231102,186.3
20231103,1118.1
20231106,1432.3
20231107,1242.8
20231108,1139.7
20231109,1165.7
20231110,1201.4
20231113,1081.2
20231114,735.5
20231115,632.3
20231116,741.5
20231117,1004.6
20231120,601
20231121,378.1
20231122,681.3
20231123,669
20231124,-313.7
20231127,-237.3
20231128,-154.1
20231129,-492.7
20231130,505.4
20231201,685.3
20231204,354.2
20231205,66.8
20231206,8.2
20231207,-441.9
20231208,-406
20231211,122.2
20231212,-482.3
20231213,-302.2
20231214,-570.5
20231215,-472.9
20231218,-483.7
20231219,-391.6
20231220,-1218.8
20231221,275.1
20231222,-1167.3
20231225,-890.6
20231226,-1346.5
20231227,-273.4
20231228,158.5
20231229,311.5
20240102,186.8
20240103,129.7
20240104,72.6
20240105,-192.1
20240108,-23.3
20240109,511.4
20240110,-106.1
20240111,662.8
20240112,214.9
20240115,724.7
20240116,56.6
20240117,53.4
20240118,-336
20240119,-449.6
20240122,-398.5
20240123,650.8
20240124,-136.1
20240125,187.6
20240126,-339.3
20240129,-519.6
20240130,-408.2
20240131,-201.6
20240201,192.9
20240202,-274.9
20240205,17.4
20240206,-838.7
20240207,-496.8
20240208,874.6
20240219,-692.6
20240220,137.1
20240221,-132.8
20240222,940.4
20240223,701
20240226,1106.8
20240227,1491
20240228,1409.4
20240229,2947.4
20240301,1298.3
20240304,1163.2
20240305,963.7
20240306,1400.5
20240307,64.7
20240308,603.5
20240311,488.3
20240312,502.6
20240313,-11.2
20240314,-419.7
20240315,55.1
20240318,694.3
20240319,-401.8
20240320,-103.5
20240321,120.1
20240322,277.2
20240325,-696.2
20240326,138.3
20240327,72.8
20240328,942.8
20240329,950.1
20240401,560
20240402,506.8
20240403,-77.3
20240408,-332.3
20240409,198.3
20240410,-726.5
20240411,130.6
20240412,57.5
20240415,-92.9
20240416,-1063.7
20240417,1197.7
20240418,529.2
20240419,646.7
20240422,165.8
20240423,-260.1
20240424,28
20240425,199.3
20240426,224.5
20240429,326.5
20240430,-229.9
20240506,342.1
20240507,473.6
20240508,687.9
20240509,1433.2
20240510,1082.7
20240513,1292
20240514,1069.1
20240515,769.8
20240516,1169.8
20240517,1169.3
20240520,0.1
20240521,295.3
20240522,176.3
20240523,-216.1
20240524,0.7
20240527,125.3
20240528,-373.8
20240529,98.8
20240530,-79.3
20240531,153.1
20240603,-355.2
20240604,-812.5
20240605,-818.1
20240606,-906.5
20240607,-79.7
20240611,-359
20240612,-103.2
20240613,-539.1
20240614,-432.3
20240617,-935.7
20240618,-472.7
20240619,-793.5
20240620,-405.9
20240621,860.7
20240624,-461.5
20240625,80.3
20240626,580.3
20240627,-381.9
20240628,599.2
20240701,798.6
20240702,-8.5
20240703,130.4
20240704,-588.1
20240705,1048
20240708,-746.6
20240709,784.7
20240710,-641.1
20240711,1312.6
20240712,529.1
20240715,384.4
20240716,973.1
20240717,443.2
20240718,1061.6
20240719,711.6
20240722,-86
20240723,-480
20240724,649.3
20240725,930.4
20240726,927.8
20240729,742.1
20240730,767.1
20240731,1051.7
20240801,469.4
20240802,594.1
20240805,526.9
20240806,520.5
20240807,222.2
20240808,485.2
20240809,-61.3
20240812,-4.6
20240813,-310.1
20240814,-440.8
20240815,621.1
20240816,-267.3
20240819,52.4
20240820,-770.2
20240821,93.4
20240822,-696.7
20240823,-296.1
20240826,139.4
20240827,-343.3
20240828,451.2
20240829,839.9
20240830,1099
20240902,232
20240903,564
20240904,182.7
20240905,339.8
20240906,-703.7
20240909,-546.09
20240910,-693.48
20240911,-296.31
20240912,-289.27
20240913,-428.86
20240918,405.2
20240919,609.77
20240920,321.12
20240923,702
20240924,839.12
20240925,388.42
20240926,1107.55
20240927,558.41
20240930,160.4
20241008,-2961.64
20241009,-2128.72
20241010,-70.74
20241011,1369.09
20241014,1290.49
20241015,-36.96
20241016,1222.73
20241017,-3.16
20241018,27.14
20241021,-1513.1
20241022,-1032.04
20241023,-1185.78
20241024,-623.73
20241025,-307.79
20241028,267.21
20241029,-592.07
20241030,666.66
20241031,210.43
20241101,319.75
20241104,1223.62
20241105,731.52
20241106,-256.96
20241107,920.53
20241108,121.04
20241111,339.35
20241112,528.43
20241113,1123.9
20241114,362.36
20241115,1321.02
20241118,1792.69
20241119,1541.57
20241120,241.94
20241121,223.58
20241122,946.21
20241125,2187.07
20241126,771.9
20241127,1666.01
20241128,643.19
20241129,913.17
20241202,738.64
20241203,481.59
20241204,-89.98
20241205,901.05
20241206,1013.55
20241209,390.43
20241210,267.57
20241211,1177.49
20241212,348.12
20241213,-453.73
20241216,-158.18
20241217,-677.95
20241218,14.82
20241219,-146.42
20241220,52.51
20241223,-202.17
20241224,834.6
20241225,-386.61
20241226,-33.87
20241227,346.92
20241230,110.96
20241231,-655.22
20250102,-57.24
20250103,334.18
20250106,975.64
20250107,-406.02
20250108,-709.49
20250109,-551.39
20250110,-706.19
20250113,525.16
20250114,479.09
20250115,-442.32
20250116,-901.29
20250117,-60.84
20250120,-719.98
20250121,-348.02
20250122,463.35
20250123,929.21
20250124,1669.64
20250127,1017.34
20250205,910.95
20250206,1429.44
20250207,999.06
20250210,773.59
20250211,561.71
20250212,274.34
20250213,257.91
20250214,411.5
20250217,561.05
20250218,217.32
20250219,903.43
20250220,-263.44
20250221,-328.53
